1339760
font: 34039 	P(word|spam): 0.025407 	P(spam|word): 0.997671
01c20f34: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wduqi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pgjypkhhcybjagvlaywgy2hpbiwgyw5kigvhcibwcm90: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rdyblood: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6j6vjr22437: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pkpbqbjrv8up9ci: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
teddyof: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
knife: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
j0xkhilrzuugvmtahiv3hvkj1wlgg15paf4nqgpioikvbpgwkvnphmhozd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
idlayc4lgkfhujh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lkjidya8nrzj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6jmh1j09059: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
l2hlywq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
image2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
image5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
image4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
x5w3o2rlyikup5hdsuutv3s1qtioaikkopursowjtjueqomboo2hjkl2k910: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fordbank: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
uccenlodccdpd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kahlana: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ruddick: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
x1oqu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dwrlc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
womengolfwear: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
p77ygvpn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
41dd308805: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wbunilgct8vwrrhawrvduaqk1ssqt1auru1pwcvhfpe: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205212018: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cgnszwfylmdpziigd2lkdgg9msbozwlnahq9msbib3jkzxi9md48l3rkpg0n: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
snine: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fertile: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
g511lgo05786: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0076b0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
skilled: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
rotzw2mfqndydpvi5ejghpnqkeoqtfetueyp5zruvpntar4doccih: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
agkayqbvahqabwbuagcaeqbzac8abqbvahqabwavag0abwb0ag8aegboageabgbzaggaaqavafka: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
clearmail: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ihjlzmlsbcbraxqgu0fwruqgtvkgtelgrsegssbvcmrlcmvkihlvdxigchjv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8aktj3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pjwvy2vudgvypjwvdgq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qk0twsescpjxckm1swnmvpnna8l6lo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jdslone2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
anr4n5en38pilqp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yhbsdtva5bc7ehxajqkv2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fe5i5yrnex9utjdhk5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3dhomephone: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9b: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
haciendo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
paa23584: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9q: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0lo03aivvgitohq4ysazhzpviunuxvy24ojo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yxigdqogicagicagicagicagicagicagicagicbib21lb3duzxispc9gt05u: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6p1gn419993: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cybertizens: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gratuitement: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cevaplar: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
c5a1f14f8af: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mpacker: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
molex: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
c4c3744107: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vch1ptndbhmbeuj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
idwvveluteu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oja3ide4ojq2ojexaaeaaaabaaaaaaaaaaoaaaadaaaaaqaaaj0aaaakaaaaaaaaaaaaaaagicag: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200208030852: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rapids: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3dwhen: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
00000125: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wdhfeu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
myemail: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqoncjxib2r5igjny29sb3i9iingrjk5mdaiigjhy2tncm91bmq9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
brasilink: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9jxf9e37kvsmn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9mb250pjxipjxmb250ignvbg9ypsijy2m2nmzmiibzaxplpsiyij63syi2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sgvhbhro: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a3sv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2efr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d309: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kcell: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jdp1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
acbf2496: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4ulhr709671: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagicagicagicagicbuzwvkcyb3axroigh1bmryzwrzig9migxlbmrlcnmh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1b1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bs9pbwcvbwlnahr5chjvlmpwzyigd2lkdgg9ijezocigagvpz2h0psixmdai: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
thmbgstandard: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
e9tisse: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gxe7ac00: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
xyvn80fyh8tcf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zhroptegagvpz2h0ptexigjvcmrlcj0wigfsawdupwxlznqgywx0psiipg0n: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
psychic: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagicagphrhymxligjny29sb3i9imjsywnrij4nciagicagicagicagicag: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
df5d4f60: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
colleges: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
zmfjzt0iqxjpywwiihnpemu9ijiiplroaxmgbwvzc2fnzsbpcybzzw50ihrv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3ed16de3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ntlmail: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
daa32282: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6ae8b440c8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
r1m: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6974799769: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
shattered: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
paulbennert: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
micromind: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqogifnpecbwbgfucyb0bybj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ktkqvffcx8k7f3nczbtckjppqnbiyk7rm54ihiicq9rhmk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ztgcu8jn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
opensource: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
coker9johnlee: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
m3utpuppb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
frozenicefairy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g5b2icg19670: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iul: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bahamma: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
000025f4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mnbfa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bacardi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
apudx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20tg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
reciprocation: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0oy5fxyq7fvg6tylu3ktrhbjbkpwrd0iockgvffmgm3oix0ltneqrus8ci: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ag39c123: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wc9zwc95edeyns1nlmh0bsigxhqginjpz2h0iiauwvgxmjuttruhbxmgsflqrvjmsu5licjodhrw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g75k1ek24504: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200207180203: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqogicagicagidxiplbszwfz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jm7402: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
abo6hqqyzp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200207230343: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
keygen: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
uaa23172: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ousyikeaodxjklasw75neqbceturarypp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
h2ifemlwviw4r1lweraaaaqqgid7geaacthaaqraqgbqocs5wuhlmjc1murkhryii6: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
234yqqoqrqam5bbx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
euphoriant: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5np5a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
93446: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6ucjnp11121: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
y6n0ij48zm9udcbjb2xvcj0iizawmdbmzii: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5001: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rwbzqm0ugn0nakiduommyizmc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
by4nciagicagodawmtqnciagicagvvnbdqoncg0kif9fx19fx19fx19fx19f: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fnt28ekugid65omvgo5zsbow: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sgvhdnkg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1goaaad: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kler: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
basell: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6p6p0401834: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dvdcopyplus: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jb8ktsr8jksk2iujjtglacwxjccl9yynjlcmhya3jugngcdjj3onqyfcka0opyhxkkio1ckgktgp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yuhsuwlh9if83xf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mpajg8ejwnnkqqs8nwod: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9mr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4420: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
uslec: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6bo1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mentions: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
ighyzwy9imh0dha6ly82nc4ynteumjiumtaxl2ludgvyzxn0l2luzgv4nti1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fwr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
v3xiyosr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6n0umr16806: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
p7hnhgd4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ecf0aabiuwaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b3i9iingrkzgrkyipjkyotz3q09yni02otrhvhhknjkymnrqvnuxltq1nhns: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200107291534: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qfkvj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
k1ixlwdouwpzdzg7pij8wvywsslqnri8wg5ftbq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g52fmn724287: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dq0kcqkjctxhighyzwy9imh0dhbzoi8vd3d3lnzzdg9y: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ywnpbmc9mcb3awr0ad00odm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hoses: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
012e51a35d6d: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
005e76a88cea: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
composure: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tommycat00: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bm90zwluyy5jb20: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zmywmci: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
correspondents: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ijawmdawmci: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mabcr3bx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iaimcai: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
itxabdm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ig0keg1sbnm6dz0idxjuonnjagvtyxmtbwljcm9zb2z0lwnvbtpvzmzpy2u6d29yzcincnht: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
547094: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
e26r9594f9haxbje5yo64b6: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4277rtxo1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sucks: 1 	P(word|spam): 0.000001 	P(spam|word): 0.135243
dqogicagicagicagicagicagicbvbm1vdxnlb3v0pu1nx3n3yxbjbwdszxn0b3jlkckgdqogicag: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6n0unu16827: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6o8rgm29578: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
43b79ba938d2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ahdfu78ijyxvzmxbpvfpcm2vm0fwlptw1fsd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2526xkf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
c2d5fb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fkb7l1qx8cejce: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vqsoft: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
explos: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0030540000093: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
robinson: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
3dorn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gakic6mvrt6ioo5icjy8nkitclwipzfitnyr6dualuxpglyyfmkviuln9eki4ptbilwv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lutionary: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hf1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ivy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sacree: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g28pw0kp33unyab2phd67haqqnxvyh3r: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
chynabrn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
molt23: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ofori: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wallscapes1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kgfcondq1mvm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6coowxo3nocixabmmhphnty2fx83gaaennfv889dh52aamy4g7jv5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
psjtyxjnaw4tdg9woiawoybtyxjnaw4tym90dg9toiawij48zm9udcbjb2xvcj0ii0zgmdawmci: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cd48zm9udcbmywnlpsjbcmlhbcwgsgvsdmv0awnhlcbzyw5zlxnlcmlmij48: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4v52wo17821: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagicbjzwxsugfkzgluzz0wihdpzhroptuzosbib3jkzxjdb2xvckxpz2h0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aed6sxglqaabiljrefuaeptmk9v20aux9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yaq6srsbndpdy0g9ubk9kvquizyxgzlncxmppaakp2ykpiusbpjfmn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dq0kica8l3ry: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
deliverability: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
conglomerates: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
has8dondrcy6fnyiouiw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yyyya110: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
powerseller: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
klammert: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
q9pd013onxusmkn6fmvt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jm25dm28: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ebffaanuqb8odrps40gskd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vsrbvttltb3qpfe6jew: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
eaboraamaawea: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
misunderstandings: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
e18hpmg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pcb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
g6mftuhy074269: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ication: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oihqo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mhwfmpmwepscosof9jjzk8eff774ftpj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
socially: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
icagicagidwvyj4nciagicagicagica8l2jsb2nrcxvvdgu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
learch: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ru4gt05mwsahielgiflpvsbbukugtk9uiefoiefevuxulcberuxfveugtk9x: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqogyw5kifnoaxbwaw5niglziezsruuhidxicj4nciagicauli4uig9yifb1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nromii0tfv9we9lbhwwodgmbc5zjaagrnok8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
excelentes: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0orkv6ludodque: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4n1rqd01363: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
universit: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yxnolmnhyimzldasmcwwiibjbgfzc2lkpsjjbhnpzdpemjddrei2rs1brtzeltexy2ytotzc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200207271227: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pjvbmkyczs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mm1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
3efast: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3422c6b7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ys5szw5ndgg7igkrkyknciagicbpziaoyvtpxs5pbmrlee9mkcijiikhptapeybklk1nx3bbal09: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
95bfe7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g52fmoo32202: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200207240033: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aegeansun: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqogicagicagicagicagicagicagicagica8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4c0fb294098: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ai9ym7dlypr2rsnniyc3lyfggjt02xifhf1p1qyureduxultpsyhtyquf4n9fwqjuysogruq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kg5vp8cbhnf2ckmqphun5pcprfcqjelwry4r0et0plk9svd3uottiwgecpiiapygmynkbrg0uv4s: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqo8ud48qli: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0109: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacqaaayqb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4ypcn9aqvtxebszjk8b9alufwvcsl05imnkxbzxetu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mms: 1 	P(word|spam): 0.000001 	P(spam|word): 0.144146
g6n1mnhx013204: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
reparations: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dd0inzuipjwvyt4gcqkjcqkjcq0ncgkjcqkjctwvdgq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wlxsg0toxyawbv6j6tqjittanf5iw22gx6lz7ujxpyttg1obnr4bhiagg2m8zklqj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
destressu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mncfptyuhem: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
faucet: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6nibxgm022142: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
000030d3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
eelamweb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dz2mqrddcqzysoevwu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ysvyjqvny9bmbyccb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9mb250pjwvyj4nciagicagidxwigfsawdupsjyawdodci: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9cksmktotznje8s3l099sbh0lz9tpt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wcw7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qyxeqo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
stabs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
werty8762000572819: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200207300704: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ptkeowpb4uotukrtlcasyag3im3zuhslzv1y52q: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dcbpbwfnaw5lihdozxjliekgd291bgqncmjlig9yihdoyxqgssb3b3vszcbi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nurdogan: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vselztwvb3b0aw9upg0k: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
c29saw5lignvbnryywn0cybvbib0agugtmv3iflvcmsgtwvyy2fudglszsbf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
carter: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3daishlingreilly: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fnf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1cust67: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hajnwqfvsdzoryimcxb1ylvismjmasobrgn7szm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kfi2kvc8lvxam2benmfgn11dl2rkov9hmgrmm2lsnnbyqfzffvdgfldhfxfdn1xmgxtnq4vwtjb9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yj48qli: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qxeogy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tcaaaedgfjt8axbawm69: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
raa04527: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gid: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
