977808
com: 17127 	P(word|ham): 0.017516 	P(ham|word): 0.748740
jinx: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0x89d07646: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
hx: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
hr: 1 	P(word|ham): 0.000001 	P(ham|word): 0.998253
14fc1170: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
aaaaaaabagadbbefehmuiravicjaqte1bjbq: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
hn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
hm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
hg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
dma: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
limin: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
atomical2a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
projecting: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7jmvhz12597: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7d7cl204288: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1166: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4764f440cc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6rbp0i27075: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iyaspjn0yjefmk93rpsxdxinugau: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
oaa32148: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
overstayed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1168: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
r9ceqxhk0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6lec2c15194: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xaa31277: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bikfdnj5fu: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
maa04027: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
toggles: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
7e48b44146: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
96ec93fe07: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fledgling: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
homme: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
seagate: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
drl2jndxssb3l0hbrmc1kguqkcnaidlg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pathways: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
116m: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
003065f685a6: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fj08oxylv8ryv1dbh5qvv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kaa21413: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7ghvb630550: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kevinm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pmlog: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
raa18889: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
e92f743c32: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ad9263ec45: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ebuild: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7gcv4a18662: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
qaa05917: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
endianness: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6835929415b: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
railways: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020809134006: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cbb50440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pcp01330322pcs: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
clothed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
greenish: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
cios: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
typified: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
heading: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
exploitability: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3772: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3779: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
commodify: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rallying: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
saa28466: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
centric: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17hcsu: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
keylabs: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
finest: 1 	P(word|ham): 0.000001 	P(ham|word): 0.960135
17hcsl: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
nanny: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cardboard: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f361244152: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
piercing: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
tolerating: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
raa19822: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
nedp8cea8ysg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020727182506: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g762eaq04283: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17czri: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
saccade: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d50454414c: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
undesirable: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xmaa29321: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
schilling: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pvlbxhh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
z0430x: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0208211526350: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
exported: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
eldercare: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xaa25138: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7dh5x410418: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jhepkcemgpkffdhhddkdcedafaaa: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6ng10r03517: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
af1f744135: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
topdir: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
oled: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6jho6j18570: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
suisse: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
alliances: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laa28545: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pd900de67: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
butting: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
subdirectories: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xaa32525: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
7176: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1e301440cc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4070904: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007gy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
228d9440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
reconciles: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g76lbr300332: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
loyalists: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
waa00820: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mx0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
f184a440d0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8bf9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gaa18522: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pharma: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ete1od: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
frumious: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jeckels: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
001e0a06: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
colorectal: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mxv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
owk90gok: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
academics: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bankroll: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
wardialling: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c8266440f3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ieyearecaayfaj098gmacgkqo8l8xbktprsdowcgqj0hh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17em4h: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
combust: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6pefts02936: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dawb: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
named2hosts: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f107: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dawn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
kaa01734: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
99nyz6dtcvecamppop: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fiji: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8c87c44169: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d59fd294159: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0005vm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
2acdf3ec7c: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0005vc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bestow: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
monolithic: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cvlass: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79en5b06645: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
aisle: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iss: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7g0isj09111: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ism: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
isl: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
xul: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
isg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0400a8c0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
maa00490: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
maa00495: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
amepkebldjjccdejhamigedkfcaa: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
inferno: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rzuasti: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
eindex: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paa32740: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17gvfi: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g775esl32271: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1b94016f19: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jaa26531: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0006li: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0006ld: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
uaa12373: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f2f2c190: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6t7tdi16752: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b64abda4a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17d9vz: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bidder: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
8014a440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mail213: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g72fbgza002289: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
oaa28098: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
expeditions: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
18df32940ed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7lbzwz22118: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
niece: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7k9uez32566: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7m2irz21456: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jaweed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
desbonnet: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
db5ed440a8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
id8dbqe9w: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
woodpile: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
homogony: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mfut4cjc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
digress: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pointy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6o4x2420193: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7l1gpz04534: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
visitor: 1 	P(word|ham): 0.000001 	P(ham|word): 0.956323
c01c32940f0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3d4fc697: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
888b82940a0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1027638518: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17gtkg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a3a4e43c34: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
folded: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
unleashed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
chamberlain: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
glaciers: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8x8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cracks: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a9428440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
00addec0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g76lb9332558: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
e14e: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c28e244137: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6vkxq208315: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0101679: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
zones: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
mandkrake: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
9e17: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7b6zob24755: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7e8fuk02211: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
scrap: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gzipping: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1029782579: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7e8ni407422: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6qnlthzw03l3rvrolv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
timeframe: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
g0sxk3aw8p8abbztmgf6r61njioc3by4mh2lpx6taf1u4a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bunkus: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
68024294109: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
66c2f440c9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b83ea440a8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1027611630: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
835da701d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ga14564: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7dhxjw7005361: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rk512: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
amplifiers: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
recognises: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mg2by17194: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
300220493: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g74cgqv27599: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ge2019: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
strictures: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mct: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
413bc3f228: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mcq: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
200208021349: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
intermittant: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7flno719433: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
neal: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
neap: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ul68: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f0c4943c32: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
chilling: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iz: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
38e6f43c32: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
internationalisation: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jaa31862: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0207261053170: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ed420440e7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pfryx4qp: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
i2: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
gb11270: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sasqja5lq9out9svwvekzwab7r8q: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17gqmr: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
romp: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dunderheads: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iifzoyig1rdkqc2akfkbhztz15whlnrovpenj4ozlueawy1lrb: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
eaf0a2940b3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
decomissioned: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
39726294109: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7e8dd407178: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79ewrb07882: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
relearn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
o8qqmbezz8wcwkrbgtp8fymrx8u: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
egan: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
disect: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a1902440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
tylhalr: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b5237440cd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
45ce1ea4b: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3pm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.966060
1550: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bed5b4419c: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
brk: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1020723192739: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
7c57d29409f: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
microserfs: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kaa27805: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
saa19229: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
undisturbed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
tracker: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bw08: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0000gs: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
firemen: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lsystem: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
15116294106: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
selectable: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
yelling: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
46381440f0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
szaka: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
m2002072906375012076: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
craftsman: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
ubbekidh1hbgcxy5: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
006a01c24940: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
loopback: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
swan: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xlinks: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
aggrandising: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
9973: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g73n1bv30784: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
calculates: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fireworks: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
17whgz: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jarkko: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f373029409a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a9df82940a9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iaa28400: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
shin: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
westcott: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
adelaide: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1030375066: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xdwqoun1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sybase: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
vrml: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dd274440cc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sandboxing: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1048917: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kbkaivcb8kympgsf: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
oaa06657: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laura: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
xrefer: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
primer: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
answeres: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
waa07460: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b0000234391: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
faa03460: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
spirtual: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6nn1p402227: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xformsd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17da0k: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
041d8b6e: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
tagname: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
shave: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
builddir: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b8e7743c32: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b0f1d4411c: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
template: 1 	P(word|ham): 0.000001 	P(ham|word): 0.978714
unrestricted: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
transportation: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
vamy1186: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6nnfdc07982: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
suppository: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b9ab12c0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
differential: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
personaltelco: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g71bzx210766: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
08b81723: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rediscover: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
genuinely: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g778x5k18569: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a1fb82940cb: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laa31420: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
backtick: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
printfd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6p6flc28043: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7cbh1j08016: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sympathetic: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
thro: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
y3rh5z: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020730155311: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
